LSOA code (2011),Index of Multiple Deprivation ,Income Decile ,Employment Decile ,"Education, Skills and Training Decile ",Health Deprivation and Disability Decile ,Crime Decile ,Barriers to Housing and Services Decile ,Living Environment Decile 
E01001950,8,10,10,10,8,3,6,2
E01001951,6,6,7,9,7,3,4,1
E01001952,6,6,7,7,5,6,4,2
E01001953,4,4,6,7,4,3,3,3
E01001954,3,3,4,8,4,2,3,3
E01001955,2,2,2,5,4,1,2,3
E01001956,3,3,3,8,6,3,4,2
E01001957,2,1,2,3,4,5,2,4
E01001958,2,1,2,4,4,6,2,4
E01001959,2,2,2,5,3,2,2,1
E01001960,5,5,6,9,6,4,3,2
E01001961,2,1,2,3,3,3,2,4
E01032788,3,3,4,7,3,2,3,3
E01032789,6,6,8,9,8,8,3,1
E01032790,5,5,8,9,6,8,2,1
E01001962,6,5,7,9,8,4,2,3
E01001963,9,8,9,10,9,5,5,3
E01001964,6,7,7,10,9,4,2,2
E01001965,8,6,7,10,8,8,3,4
E01001966,7,9,9,10,10,1,5,3
E01001967,8,8,9,10,8,7,4,3
E01001968,8,8,9,10,8,5,3,3
E01001969,3,3,5,5,6,3,2,2
E01001970,3,3,4,6,5,2,2,4
E01001971,2,2,2,5,3,2,1,4
E01001972,4,3,3,7,5,4,2,3
E01001973,5,5,6,9,8,4,3,1
E01001974,5,6,6,8,8,3,2,1
E01001975,5,5,5,6,7,5,2,2
E01001976,2,2,3,3,6,2,1,2
E01001977,2,2,2,3,4,2,1,2
E01001978,2,2,2,3,5,1,2,3
E01001979,2,2,2,3,5,1,1,2
E01001980,3,3,4,5,6,2,2,2
E01001981,3,3,5,4,7,2,1,2
E01001982,3,3,3,5,5,2,1,2
E01001983,3,3,3,6,4,2,3,3
E01001984,5,5,5,10,4,5,3,3
E01001985,8,9,9,10,9,4,4,3
E01001986,7,6,7,10,8,6,3,4
E01001987,8,9,10,10,9,4,2,3
E01001988,6,7,7,10,7,3,3,2
E01001989,6,6,8,10,8,2,4,2
E01001990,6,7,9,10,7,4,3,1
E01001991,6,7,9,10,6,4,3,2
E01001992,9,9,10,10,9,6,3,4
E01001993,9,10,10,10,9,5,5,4
E01001994,8,7,8,10,9,8,2,4
E01001995,4,3,3,7,6,6,2,4
E01001996,8,8,9,10,9,6,4,2
E01001997,6,8,9,10,9,2,4,1
E01001998,6,5,8,8,7,4,1,2
E01001999,3,4,5,6,5,1,2,2
E01002000,5,4,6,9,6,4,2,4
E01002001,5,5,6,8,6,4,2,2
E01002002,2,3,3,6,4,1,1,2
E01002003,2,2,3,3,4,1,1,2
E01002004,5,5,6,7,7,5,2,3
E01002005,6,8,8,8,6,6,2,2
E01002006,6,6,7,10,8,5,2,2
E01002007,7,8,8,10,9,5,3,2
E01002008,8,9,9,9,10,6,3,4
E01002009,7,9,10,10,10,4,3,1
E01002010,5,4,4,8,6,3,3,4
E01002011,5,5,5,8,8,2,3,2
E01002013,7,7,8,10,7,5,4,2
E01002014,4,3,5,9,5,4,3,3
E01002015,4,3,3,8,5,4,3,4
E01002016,4,3,4,9,5,5,3,4
E01002017,4,4,3,8,7,2,3,3
E01002018,3,3,3,8,4,4,3,2
E01002019,9,9,10,10,10,4,5,4
E01002020,6,6,6,8,7,3,4,3
E01002021,8,7,9,10,8,7,3,3
E01002022,6,8,9,9,8,2,3,2
E01002023,6,7,7,10,7,2,4,2
E01002024,5,5,5,10,6,3,4,3
E01002025,9,10,10,10,10,7,3,3
E01002026,1,1,1,3,4,1,2,3
E01002027,3,3,3,4,5,3,2,3
E01002028,3,4,5,5,6,2,2,2
E01002029,2,2,3,6,4,1,1,3
E01002030,4,4,6,6,7,2,2,3
E01002031,3,3,4,5,6,1,1,2
E01002032,2,2,3,3,5,2,2,1
E01002033,2,2,3,4,4,1,1,2
E01002034,1,1,2,2,3,1,2,2
E01002036,1,1,1,3,2,1,1,2
E01002037,1,1,2,2,5,1,1,3
E01002038,1,2,2,2,2,1,1,3
E01002039,1,1,1,2,3,1,1,5
E01002040,1,1,1,3,3,1,1,3
E01002041,2,2,2,3,5,2,2,2
E01002042,5,5,7,7,7,3,2,4
E01002043,3,4,5,5,6,2,1,2
E01002044,4,4,6,8,5,2,2,2
E01002045,3,3,4,5,6,3,1,3
E01002046,3,2,3,5,4,2,2,3
E01002047,4,5,7,5,7,1,2,2
E01002048,4,3,5,6,7,2,2,2
E01002049,3,2,3,4,5,2,2,4
E01002050,4,5,6,2,7,5,2,3
E01002051,2,3,3,3,4,1,1,2
E01002052,3,4,3,2,8,4,1,4
E01002053,2,2,2,3,4,2,2,3
E01002054,2,2,2,3,4,3,2,4
E01002055,4,6,6,3,7,2,2,3
E01002056,3,3,4,5,5,2,1,3
E01002057,4,3,5,5,7,4,2,4
E01002058,4,4,5,7,6,2,1,2
E01002059,5,4,4,9,6,5,2,4
E01002060,7,6,7,9,9,6,3,4
E01002061,7,6,8,10,8,3,3,3
E01002062,6,6,7,10,8,3,3,2
E01002063,4,5,4,8,5,3,2,4
E01002064,3,2,3,7,5,1,2,4
E01002065,3,4,4,8,3,1,2,2
E01002066,1,1,1,4,4,1,1,3
E01002067,2,1,2,3,5,2,2,2
E01002068,3,3,4,4,5,1,2,3
E01002069,2,2,3,2,4,1,1,2
E01002070,4,4,6,5,7,2,1,1
E01002071,1,1,2,3,1,1,2,3
E01002072,2,2,3,5,7,1,1,1
E01002073,2,2,4,3,4,1,1,2
E01002074,2,1,2,3,4,2,1,3
E01002075,2,2,3,3,5,3,1,3
E01002076,2,2,3,4,6,2,1,3
E01002077,2,2,3,3,6,1,2,2
E01002078,2,2,3,4,5,3,1,2
E01002079,4,3,5,4,6,3,2,4
E01002080,3,2,4,6,6,2,1,2
E01002081,1,1,2,2,5,1,1,2
E01002082,1,1,1,3,2,1,1,4
E01002083,5,5,6,7,6,4,3,3
E01002084,3,4,4,5,6,1,2,3
E01002085,3,3,5,6,7,2,1,2
E01002086,3,2,3,4,6,2,2,3
E01002087,2,2,3,6,5,1,1,2
E01002088,4,5,7,3,7,2,2,2
E01002089,1,1,1,2,4,5,1,4
E01002090,2,2,2,3,5,3,1,2
E01002091,2,1,2,2,4,2,1,3
E01002092,2,2,3,4,5,2,1,3
E01002093,1,1,2,2,3,1,1,2
E01002094,2,2,3,3,5,1,1,2
E01002095,1,1,2,2,5,1,1,2
E01002096,2,2,2,3,4,1,1,2
E01002097,2,1,3,3,5,2,1,1
E01002098,4,4,5,8,6,3,3,2
E01002099,2,1,2,4,2,3,1,5
E01002100,2,3,3,3,5,2,1,2
E01002101,4,5,6,4,6,4,1,3
E01002102,3,3,5,5,5,1,1,2
E01002103,4,4,5,5,5,2,1,3
E01002104,4,3,4,5,7,3,1,3
E01002105,3,4,5,5,6,1,1,3
E01032575,2,2,2,3,5,2,1,4
E01033085,3,4,6,6,5,4,1,1
E01033086,2,1,2,3,2,3,2,5
E01002106,8,7,8,8,10,6,2,6
E01002107,9,8,9,9,10,7,4,6
E01002108,9,7,9,9,10,9,3,6
E01002109,8,7,10,10,10,7,2,5
E01002110,9,7,9,9,10,9,4,6
E01002111,6,5,6,8,10,6,2,5
E01002112,9,7,10,10,10,8,5,6
E01002113,6,4,4,8,9,8,2,7
E01002114,4,3,6,8,8,7,1,7
E01002115,7,6,7,9,10,6,1,7
E01002116,9,8,10,10,10,7,1,7
E01002117,6,5,5,9,10,7,1,6
E01002118,5,5,7,7,7,3,1,5
E01002119,5,4,6,6,10,4,2,5
E01002120,3,2,3,5,6,6,1,5
E01002121,7,7,8,7,10,5,2,6
E01002122,6,6,9,7,9,2,2,4
E01002123,6,6,8,6,10,3,2,3
E01002124,6,6,8,5,9,6,2,4
E01002125,6,6,8,5,10,3,2,5
E01002126,6,5,8,10,9,4,2,4
E01002127,7,6,7,10,9,6,2,3
E01002128,5,5,5,9,7,5,2,3
E01002129,5,5,5,9,9,4,2,4
E01002130,4,3,5,9,6,3,2,3
E01002131,3,3,3,6,4,8,1,6
E01002132,8,8,9,10,10,5,3,5
E01002133,3,2,3,4,6,4,1,6
E01002134,8,7,8,10,10,6,3,7
E01002135,6,5,6,7,9,6,2,4
E01002136,7,6,8,10,10,3,3,5
E01002137,10,10,10,9,10,10,5,5
E01002138,6,4,6,9,10,3,2,4
E01002139,3,2,3,4,6,3,1,6
E01002140,5,4,5,7,7,3,3,6
E01002141,6,5,6,9,10,5,2,6
E01002142,6,5,7,9,10,5,2,5
E01002143,5,4,5,6,7,4,3,3
E01002144,7,7,8,9,10,5,1,6
E01002145,6,5,5,9,7,8,2,7
E01002146,10,9,10,10,10,8,6,7
E01002147,8,8,10,10,10,9,1,6
E01002148,8,6,8,9,9,7,4,6
E01002149,10,10,10,10,10,8,3,8
E01002150,8,6,7,9,8,9,3,6
E01002151,2,2,2,3,5,5,2,4
E01002152,9,9,9,10,10,10,2,7
E01002153,10,9,8,10,10,9,5,6
E01002154,7,5,7,9,10,4,3,6
E01002155,9,9,9,10,10,8,2,6
E01002156,9,8,8,10,10,7,4,8
E01002157,8,6,8,9,10,6,3,6
E01002158,9,9,10,10,10,8,3,7
E01002159,7,5,6,10,9,8,3,6
E01002160,7,5,6,10,10,7,3,5
E01002161,6,4,6,9,9,7,2,6
E01002162,5,4,6,9,8,8,1,4
E01002163,8,7,7,10,9,6,3,6
E01002164,8,7,8,10,10,6,3,6
E01002165,6,7,7,6,10,6,1,5
E01002166,7,5,9,6,9,8,2,6
E01002167,5,4,7,4,9,6,1,3
E01002168,4,3,4,5,7,6,1,5
E01002169,5,5,7,6,10,5,1,5
E01002170,6,5,6,5,9,7,2,5
E01002171,7,7,9,7,10,9,2,5
E01002172,7,6,8,6,10,8,2,5
E01002173,7,5,7,8,10,9,1,6
E01002174,8,6,8,8,10,8,3,5
E01002175,7,7,9,8,9,7,2,5
E01002176,7,7,8,7,10,5,2,5
E01002177,7,5,8,8,10,5,2,5
E01002178,8,7,8,9,10,6,4,5
E01002179,5,4,5,7,8,5,1,6
E01002180,3,3,4,5,8,4,1,5
E01002181,7,5,7,9,10,7,3,5
E01002182,6,5,6,9,9,6,2,4
E01002183,5,4,6,6,8,5,1,4
E01002184,5,4,6,7,9,6,1,5
E01002185,3,2,3,5,8,5,1,6
E01002186,5,5,4,8,7,6,2,6
E01002187,7,7,6,9,9,8,1,7
E01002188,10,10,10,10,10,9,5,7
E01002189,10,9,10,10,10,9,3,6
E01002190,9,10,10,10,10,8,2,8
E01002191,9,8,10,10,10,7,3,7
E01002192,9,9,9,10,10,7,3,7
E01002193,8,6,6,10,10,7,3,7
E01002194,10,9,9,10,10,8,4,7
E01002195,10,8,9,10,10,8,5,7
E01002196,10,9,10,10,10,8,4,6
E01002197,7,6,7,7,9,9,2,6
E01002198,7,6,9,6,10,6,2,5
E01002199,8,6,8,8,10,8,3,6
E01002200,6,6,9,7,10,4,1,5
E01002201,8,7,9,9,10,6,3,5
E01002202,5,5,6,6,9,7,1,5
E01002203,7,6,9,6,10,7,1,6
E01002204,7,5,8,8,9,7,2,4
E01002206,6,5,7,9,9,3,3,5
E01002207,7,6,8,8,10,6,3,6
E01002208,10,9,10,10,10,9,3,7
E01002209,8,7,8,9,10,7,3,6
E01002210,9,7,9,9,10,7,3,6
E01002211,3,3,3,5,7,3,2,6
E01002212,5,4,5,7,9,4,2,5
E01002213,5,4,7,8,10,5,1,4
E01002214,5,4,5,6,9,4,2,6
E01002215,3,3,3,4,6,6,1,4
E01002216,7,6,7,9,9,5,3,6
E01002217,3,2,2,4,7,4,1,6
E01002218,6,5,7,7,9,3,2,4
E01002219,5,4,6,6,8,3,2,5
E01002220,6,4,6,7,8,7,3,6
E01002221,6,5,6,7,9,6,2,4
E01002222,7,5,8,8,9,6,2,5
E01002223,6,5,7,7,9,5,3,5
E01002224,4,3,4,5,8,6,1,6
E01002225,9,9,9,9,10,8,2,8
E01002226,7,6,7,9,10,7,2,5
E01002227,2,2,2,5,4,6,1,7
E01002228,7,6,6,8,10,8,1,8
E01002229,5,4,5,8,10,5,1,6
E01002230,8,7,8,9,10,7,2,7
E01002231,4,3,4,6,7,6,1,6
E01002232,5,4,5,8,7,4,2,5
E01002233,4,3,4,7,8,4,1,4
E01002234,5,4,5,6,8,5,2,6
E01002235,3,2,3,4,7,5,1,5
E01002236,5,4,6,6,9,6,2,4
E01002237,5,4,4,9,9,7,1,3
E01002238,8,6,7,10,10,6,3,6
E01002239,8,7,8,9,10,9,2,7
E01002240,5,4,4,8,7,6,2,4
E01002241,4,3,4,8,8,5,1,7
E01002242,9,7,8,10,10,9,4,6
E01032576,9,7,9,10,10,8,4,6
E01002243,3,3,3,3,4,4,1,4
E01002244,5,5,5,5,8,4,3,4
E01002245,5,5,8,5,7,2,4,3
E01002246,6,6,7,5,8,3,7,4
E01002247,5,4,5,6,5,4,5,4
E01002248,5,3,4,4,5,7,5,5
E01002249,5,4,6,5,8,1,5,4
E01002250,4,5,6,4,7,3,2,3
E01002251,4,3,4,4,6,6,2,4
E01002252,8,8,7,5,9,8,4,6
E01002253,10,10,10,9,10,9,8,9
E01002254,10,10,9,9,10,7,9,8
E01002255,9,9,9,6,9,8,3,8
E01002256,9,9,9,6,9,9,7,8
E01002257,10,10,10,10,10,5,7,8
E01002258,6,5,6,4,7,6,7,7
E01002259,9,7,9,6,9,7,9,7
E01002260,7,7,7,4,10,4,4,7
E01002261,7,6,7,5,8,5,7,4
E01002262,6,5,5,5,8,5,5,5
E01002263,9,9,8,5,9,7,7,8
E01002264,3,2,2,3,5,5,4,5
E01002265,7,6,7,6,6,8,6,6
E01002266,6,7,7,3,7,4,8,6
E01002267,4,3,3,4,5,4,3,7
E01002268,7,7,6,6,8,6,4,7
E01002269,8,7,8,6,9,7,5,8
E01002270,9,9,10,8,10,8,3,8
E01002271,9,9,9,7,9,9,3,8
E01002272,8,8,8,6,7,7,9,4
E01002273,8,8,7,5,9,9,3,8
E01002274,9,8,8,6,9,8,6,7
E01002275,9,9,7,6,9,8,4,8
E01002276,3,3,4,2,6,2,1,6
E01002277,2,3,3,1,5,1,3,6
E01002278,3,2,2,1,6,2,3,7
E01002279,4,3,3,3,6,3,3,7
E01002280,1,1,1,1,2,2,2,7
E01002281,2,2,2,2,5,2,3,7
E01002282,2,1,2,1,5,1,4,7
E01002283,3,3,3,3,3,2,3,6
E01002284,3,3,3,3,5,1,4,6
E01002285,9,9,10,5,8,8,7,7
E01002286,10,10,10,6,10,10,4,8
E01002287,8,8,9,5,9,6,8,5
E01002288,9,10,9,6,10,10,4,8
E01002289,8,7,7,5,10,8,7,6
E01002290,9,9,8,6,8,6,8,7
E01002291,8,7,8,6,9,7,6,4
E01002292,5,5,5,4,7,6,4,7
E01002293,6,5,6,5,7,6,2,5
E01002294,8,7,9,7,9,5,5,7
E01002295,6,5,6,6,8,4,3,7
E01002296,7,7,7,6,9,6,2,6
E01002297,2,2,2,2,3,3,2,5
E01002298,7,6,7,6,9,6,5,6
E01002299,5,5,5,3,6,5,3,6
E01002300,8,7,7,8,8,5,6,6
E01002301,7,7,7,4,9,6,7,7
E01002302,5,4,5,3,8,4,8,6
E01002303,3,2,2,2,5,5,2,7
E01002304,4,7,6,2,4,3,1,6
E01002305,5,5,5,3,6,4,4,8
E01002306,3,2,3,2,4,5,3,6
E01002307,5,4,5,3,6,6,4,8
E01002308,4,3,3,3,7,5,4,8
E01002309,4,3,4,3,6,2,6,7
E01002310,2,2,2,2,2,1,2,7
E01002311,4,3,3,2,5,4,3,7
E01002312,3,3,4,2,6,4,1,6
E01002313,4,4,4,2,7,5,1,6
E01002314,2,1,2,2,3,2,3,7
E01002315,4,4,4,3,6,3,4,7
E01002316,2,1,2,2,3,3,2,8
E01002317,10,10,10,6,10,7,7,7
E01002318,9,8,8,5,9,9,6,7
E01002319,6,4,5,6,7,5,5,5
E01002320,8,8,9,6,9,4,7,6
E01002321,8,9,9,6,10,4,4,7
E01002322,9,9,8,5,9,9,6,6
E01002323,7,9,9,5,8,4,3,6
E01002324,4,4,4,4,5,5,2,7
E01002325,3,3,4,2,7,4,5,6
E01002326,5,4,5,3,7,4,6,5
E01002327,6,6,6,4,8,6,4,5
E01002328,8,8,9,5,8,5,6,6
E01002329,6,6,7,4,9,4,4,4
E01002330,5,5,6,4,7,6,3,5
E01002331,6,6,7,3,8,4,5,6
E01002332,6,5,7,3,9,6,5,7
E01002333,9,9,9,4,9,7,7,7
E01002334,7,7,9,6,10,4,3,7
E01002335,6,5,6,3,8,7,4,6
E01002336,7,6,8,3,9,7,5,5
E01002337,7,6,8,6,8,4,3,6
E01002338,7,7,7,4,9,4,8,6
E01002339,10,10,10,7,10,7,6,7
E01002340,8,8,8,6,9,7,7,6
E01002341,8,8,7,4,8,8,4,8
E01002342,5,4,5,4,7,4,6,5
E01002343,7,7,6,3,9,5,8,7
E01002344,5,4,5,3,8,3,4,5
E01002345,3,2,3,3,7,2,4,3
E01002346,4,3,4,3,5,3,5,5
E01002347,6,7,7,4,9,3,5,6
E01002348,8,8,8,3,9,8,7,7
E01002349,7,6,6,4,7,7,7,8
E01002350,4,3,4,4,5,2,4,4
E01002351,7,7,8,5,9,5,8,3
E01002352,5,4,4,6,5,6,6,5
E01002353,6,7,7,7,9,2,4,5
E01002354,10,9,10,8,10,6,7,7
E01002355,9,9,8,6,9,9,8,7
E01002356,2,2,3,3,4,1,2,4
E01002358,6,5,7,4,8,5,6,3
E01002359,9,9,9,6,9,7,8,6
E01002360,7,6,7,6,7,4,6,6
E01002361,5,4,5,4,6,3,5,5
E01002362,9,8,9,6,10,6,9,7
E01002363,5,4,5,3,7,6,5,7
E01002364,9,8,9,6,9,9,8,6
E01002365,7,6,6,5,9,6,7,5
E01002366,8,6,8,4,8,7,7,6
E01002367,8,7,8,6,10,4,7,6
E01002368,2,2,2,2,6,2,3,2
E01002369,5,4,4,3,7,3,4,7
E01002370,3,3,3,3,6,3,3,4
E01002371,6,5,6,4,7,3,7,5
E01002372,8,8,7,4,10,7,6,7
E01002373,7,6,7,4,8,4,7,7
E01002374,6,5,5,5,7,4,6,6
E01002375,3,3,3,3,4,4,4,5
E01002376,9,9,9,7,9,6,5,7
E01002377,7,6,7,6,7,6,5,5
E01002378,9,9,9,5,9,7,7,6
E01002379,9,9,9,7,10,6,8,6
E01002380,6,4,5,6,6,6,4,8
E01002381,7,6,7,5,9,5,5,6
E01002382,9,8,8,6,9,7,7,5
E01002383,9,9,8,7,9,6,4,6
E01002384,9,9,8,8,8,6,9,6
E01002385,7,10,9,7,10,2,1,5
E01002386,9,7,9,8,9,5,8,6
E01002387,10,10,9,8,10,5,9,7
E01002388,10,10,10,9,10,9,8,8
E01002389,10,10,9,8,10,7,7,8
E01002390,10,10,10,8,10,8,10,7
E01002391,8,8,10,5,8,8,2,7
E01032741,5,6,8,6,8,2,3,2
E01032742,5,4,4,6,7,3,6,6
E01002392,2,2,3,2,4,2,2,7
E01002393,4,5,5,5,7,2,2,4
E01002394,5,4,6,4,7,5,2,5
E01002395,5,4,5,5,6,5,2,5
E01002396,3,3,4,5,5,2,2,4
E01002397,4,3,4,5,6,2,2,3
E01002398,5,5,6,4,6,1,3,5
E01002399,5,4,6,5,7,2,2,5
E01002400,3,3,4,3,5,3,2,4
E01002401,3,3,3,4,5,3,3,5
E01002402,4,4,4,4,6,3,3,4
E01002403,3,3,4,3,5,3,3,5
E01002404,3,2,3,3,4,4,3,6
E01002405,4,4,5,4,5,3,3,5
E01002406,4,4,3,5,7,4,1,4
E01002407,4,4,6,5,8,2,1,3
E01002408,3,3,3,3,2,4,2,4
E01002409,4,4,5,5,6,4,2,4
E01002410,6,6,6,8,8,3,3,6
E01002411,4,5,6,2,5,3,2,6
E01002412,7,7,7,7,7,3,3,7
E01002413,3,3,4,3,3,2,2,5
E01002414,8,10,10,7,7,6,2,6
E01002415,9,9,10,7,9,6,6,6
E01002416,9,8,10,6,9,8,7,6
E01002417,9,9,10,9,10,4,6,6
E01002418,7,6,6,7,8,8,4,8
E01002419,10,9,9,9,9,7,7,7
E01002420,7,5,6,7,6,7,4,8
E01002421,8,7,8,8,7,5,8,6
E01002422,6,6,6,6,7,5,5,3
E01002423,7,6,6,6,9,5,4,5
E01002424,7,6,7,6,9,5,5,5
E01002425,4,4,5,3,6,3,2,5
E01002426,5,5,5,6,8,5,4,4
E01002427,7,6,8,6,8,5,3,5
E01002428,7,7,8,5,8,5,4,7
E01002429,3,3,4,4,5,4,1,6
E01002430,9,10,10,10,9,6,4,7
E01002431,10,10,10,10,10,5,6,6
E01002432,9,8,10,10,9,4,7,6
E01002433,6,5,5,6,9,6,2,6
E01002434,10,10,10,10,9,4,7,6
E01002435,10,10,9,10,9,8,7,6
E01002436,8,7,6,8,8,5,5,6
E01002437,10,9,10,10,10,8,3,7
E01002438,7,7,8,6,7,9,1,9
E01002439,6,5,5,5,4,6,5,7
E01002440,5,5,5,3,4,5,3,8
E01002441,4,4,4,4,4,2,4,7
E01002442,4,4,4,3,5,7,2,7
E01002443,5,7,9,6,9,2,1,3
E01002444,4,6,7,5,5,8,1,3
E01002445,3,3,4,2,4,3,2,5
E01002446,4,6,7,4,6,1,2,3
E01002447,4,5,7,4,8,5,1,1
E01002448,5,6,8,5,8,3,3,2
E01002449,5,4,6,6,7,5,1,5
E01002450,9,9,10,6,9,6,6,6
E01002451,9,8,9,7,9,7,7,6
E01002452,8,8,8,7,9,8,6,4
E01002453,8,6,8,7,7,7,6,4
E01002454,5,4,4,5,6,5,5,6
E01002455,5,5,5,5,7,2,3,5
E01002456,5,5,6,5,5,5,4,4
E01002457,3,3,4,4,4,2,3,6
E01002458,9,10,9,9,10,6,3,7
E01002459,10,10,10,9,9,9,6,7
E01002460,9,8,9,9,9,7,7,5
E01002461,8,9,9,9,9,7,1,7
E01002462,9,10,10,10,10,9,1,8
E01002463,9,9,8,9,9,9,3,8
E01002464,9,8,9,8,8,8,8,7
E01002465,8,7,8,7,7,7,4,6
E01002466,9,8,10,8,10,7,5,5
E01002467,10,9,9,8,9,8,7,7
E01002468,9,9,10,7,9,6,6,5
E01002469,9,9,9,7,9,6,6,4
E01002470,8,6,8,8,9,5,5,4
E01002471,9,9,9,8,9,5,7,5
E01002472,9,6,9,9,8,8,5,8
E01002473,6,7,6,10,8,5,1,8
E01002474,8,6,8,9,9,6,4,6
E01002475,6,5,3,8,5,9,3,8
E01002476,10,9,10,10,10,7,5,8
E01002477,8,6,7,10,7,8,4,8
E01002478,9,7,8,9,9,7,5,8
E01002479,5,4,4,7,5,5,2,8
E01002480,10,10,10,10,10,9,4,8
E01002481,5,4,4,7,7,7,2,8
E01002482,10,10,10,10,9,8,7,8
E01002483,8,7,7,9,7,7,5,6
E01002484,5,4,4,7,4,5,4,4
E01002485,6,5,6,8,7,5,4,5
E01002486,4,3,4,4,8,4,1,4
E01002487,4,4,4,4,8,5,1,4
E01002488,5,5,5,5,8,4,2,4
E01002489,6,5,7,6,8,4,3,5
E01002490,4,4,6,4,8,3,3,2
E01002491,4,3,4,3,7,4,2,4
E01002492,5,4,5,4,8,4,3,3
E01002493,3,3,4,2,5,4,1,6
E01002494,8,6,7,7,8,8,4,5
E01002495,8,7,8,7,9,7,4,5
E01002496,6,6,6,5,7,6,3,3
E01002497,6,5,7,6,8,4,4,5
E01002498,9,8,9,8,9,4,7,5
E01002499,7,6,7,7,8,8,2,6
E01002501,5,4,4,5,8,3,3,5
E01002502,3,3,3,3,5,3,2,5
E01002503,3,3,4,4,4,2,3,3
E01002504,4,3,5,4,5,3,2,5
E01002505,2,2,3,4,4,1,1,3
E01002506,3,3,3,4,5,1,1,4
E01002507,5,4,7,6,8,2,2,4
E01002508,2,2,3,4,5,1,2,4
E01002509,9,9,10,8,9,6,4,5
E01002511,4,4,4,5,5,3,2,6
E01002512,9,9,10,10,10,5,6,7
E01002513,7,7,6,9,7,5,4,6
E01002514,7,6,7,9,9,4,3,4
E01002515,4,4,5,7,6,4,1,4
E01002516,9,9,9,10,9,5,4,7
E01002518,8,8,9,7,8,3,5,6
E01002519,3,3,3,3,4,3,2,3
E01002520,5,3,5,5,7,9,2,6
E01002521,3,2,3,7,2,4,2,6
E01002523,6,6,8,7,7,4,2,3
E01002525,5,6,7,7,6,1,6,2
E01002526,3,4,4,2,5,2,2,5
E01002527,3,3,4,4,4,2,3,5
E01002528,2,3,3,2,5,1,1,4
E01002529,5,4,6,6,6,2,4,5
E01002530,2,2,3,2,3,2,3,5
E01002531,6,5,5,6,6,3,5,6
E01002532,3,3,5,4,6,5,1,3
E01002533,6,5,5,5,7,6,3,8
E01002534,8,6,8,8,8,5,6,6
E01002535,9,8,9,9,9,6,6,4
E01002536,8,7,8,8,7,9,4,7
E01002537,9,8,9,9,8,6,5,7
E01002538,7,6,6,7,7,7,5,7
E01002539,9,8,8,8,9,7,6,7
E01002540,3,3,4,4,5,2,2,6
E01002541,6,6,8,7,9,3,2,7
E01002542,3,2,3,4,6,1,2,5
E01002543,3,3,3,4,7,1,2,4
E01002544,6,6,8,7,7,6,1,7
E01002545,2,1,2,2,5,2,1,6
E01002546,5,5,7,6,8,6,1,3
E01002547,4,3,5,5,8,5,1,5
E01002548,3,2,3,2,4,4,2,5
E01002549,5,5,4,5,7,4,2,5
E01002550,3,4,4,4,4,4,1,4
E01002551,4,4,5,4,6,5,2,6
E01002552,3,4,5,2,6,1,3,5
E01002553,2,3,3,2,2,2,1,6
E01002554,3,3,4,6,6,1,2,4
E01032577,8,7,9,6,9,6,5,5
E01033724,8,8,10,6,8,7,3,4
E01033725,4,5,5,6,6,3,1,4
E01002555,6,6,8,5,8,3,3,4
E01002556,6,5,7,6,6,7,3,3
E01002557,4,4,5,3,7,4,1,3
E01002558,4,4,4,4,6,5,2,3
E01002559,4,4,5,3,6,8,1,4
E01002560,3,3,4,3,4,1,3,6
E01002561,2,2,3,2,5,6,1,7
E01002562,3,3,4,5,4,1,1,2
E01002563,6,6,7,9,8,5,3,2
E01002564,2,2,3,6,5,1,2,3
E01002565,5,6,9,9,7,7,2,1
E01002566,2,2,3,5,6,3,1,1
E01002567,5,5,7,9,8,1,4,1
E01002568,3,2,4,6,2,2,1,4
E01002569,8,8,9,10,8,7,4,3
E01002570,7,7,8,9,7,5,3,2
E01002571,10,10,10,10,10,8,4,5
E01002572,3,2,3,5,3,4,2,5
E01002573,7,8,9,10,10,4,4,1
E01002574,8,8,9,10,9,4,4,2
E01002575,9,9,10,10,9,7,4,4
E01002576,4,4,4,8,6,3,4,3
E01002577,7,7,8,10,9,4,4,2
E01002578,8,7,8,10,10,3,6,3
E01002579,8,8,8,10,9,4,4,4
E01002580,4,4,5,9,3,3,2,2
E01002581,7,7,8,10,8,3,4,5
E01002582,7,6,7,10,7,4,5,5
E01002583,4,5,6,8,7,2,1,3
E01002584,5,6,7,7,6,5,1,3
E01002585,3,3,4,4,7,5,1,3
E01002586,6,6,8,6,8,5,2,3
E01002587,4,4,5,7,6,3,1,3
E01002588,2,1,2,2,5,6,1,6
E01002589,4,3,5,5,6,7,1,5
E01002590,5,6,7,4,6,4,3,3
E01002591,4,4,5,3,5,7,2,4
E01002592,4,4,5,3,7,8,1,5
E01002593,4,5,6,5,3,2,2,3
E01002594,4,4,4,6,5,4,3,4
E01002595,3,3,4,3,6,4,2,4
E01002596,4,4,6,5,4,6,1,3
E01002598,4,4,5,3,7,2,2,3
E01002599,4,3,4,3,7,3,1,5
E01002600,3,3,4,2,6,3,3,3
E01002601,6,5,8,5,7,5,2,6
E01002602,6,6,7,5,7,7,2,4
E01002603,3,3,5,3,4,4,1,7
E01002604,2,2,2,3,5,3,1,6
E01002605,3,3,4,4,5,3,1,2
E01002606,2,2,3,2,3,5,1,4
E01002607,5,4,5,4,7,5,3,3
E01002608,3,3,3,3,5,1,3,5
