LSOA code,local authority name,local authority code,All usual residents,White British,White Irish,White Gypsy/Irish Traveller,White Roma,White Other,Mixed White and Asian,Mixed White and Black African,Mixed White and Black Caribbean,Mixed Other,Asian Bangladeshi,Asian Chinese,Asian Indian,Asian Pakistani,Asian Other,Black African,Black Caribbean,Black Other,Other Arab,Other Any other
E01002990,Kingston upon Thames,E09000021,1707,980,24,0,4,322,27,10,11,42,2,45,46,7,64,10,15,9,36,53
E01002991,Kingston upon Thames,E09000021,1554,940,37,0,3,261,31,5,15,16,6,30,68,23,49,19,4,1,15,31
E01002992,Kingston upon Thames,E09000021,1576,894,44,2,17,186,19,17,15,38,5,30,51,24,63,98,12,9,17,35
E01002993,Kingston upon Thames,E09000021,1572,905,32,0,5,248,33,8,5,27,7,23,89,7,78,26,4,5,27,43
E01002994,Kingston upon Thames,E09000021,1507,963,21,0,0,179,34,7,13,28,2,33,64,21,60,14,9,3,24,32
E01002995,Kingston upon Thames,E09000021,1602,972,33,0,1,193,48,6,11,17,4,47,70,24,78,15,4,3,29,47
E01002996,Kingston upon Thames,E09000021,1539,1026,23,1,4,211,28,7,15,21,5,20,49,25,42,19,7,6,4,26
E01002997,Kingston upon Thames,E09000021,1518,1038,33,1,0,163,46,6,11,24,1,21,49,21,40,10,12,3,14,25
E01002998,Kingston upon Thames,E09000021,1620,978,34,0,0,156,31,14,15,35,10,17,82,39,61,40,11,18,21,58
E01002999,Kingston upon Thames,E09000021,1546,758,16,0,13,323,38,11,9,29,0,24,54,47,76,56,12,5,20,55
E01003000,Kingston upon Thames,E09000021,1868,917,25,5,3,194,24,15,14,25,16,38,159,48,179,33,13,12,43,105
E01003001,Kingston upon Thames,E09000021,1917,807,32,0,4,167,26,6,9,32,28,37,213,142,235,27,22,6,55,69
E01003002,Kingston upon Thames,E09000021,1898,1134,19,2,5,277,31,14,20,47,12,27,42,36,88,54,10,10,34,36
E01003003,Kingston upon Thames,E09000021,1721,772,22,0,16,302,22,9,17,33,15,31,117,73,128,46,11,8,16,83
E01003004,Kingston upon Thames,E09000021,1647,912,22,1,10,175,37,5,12,33,11,35,95,38,151,18,9,4,29,50
E01003005,Kingston upon Thames,E09000021,1540,1103,27,0,0,121,18,3,9,19,14,34,27,23,75,15,6,3,8,35
E01003006,Kingston upon Thames,E09000021,1526,766,20,1,1,288,35,3,12,22,1,73,87,26,72,26,2,2,26,63
E01003007,Kingston upon Thames,E09000021,1622,822,38,0,10,253,55,21,6,32,28,107,125,5,38,21,6,3,17,35
E01003008,Kingston upon Thames,E09000021,1447,787,26,0,3,207,61,7,10,29,11,78,90,13,70,3,7,0,9,36
E01003009,Kingston upon Thames,E09000021,2049,1220,24,0,5,293,49,9,20,38,2,53,88,37,75,30,14,7,20,65
E01003010,Kingston upon Thames,E09000021,1439,950,36,0,2,183,38,2,12,15,6,43,50,11,47,3,5,0,4,32
E01003011,Kingston upon Thames,E09000021,1695,1047,41,0,0,230,41,10,5,31,5,54,56,21,60,11,4,3,19,57
E01033569,Kingston upon Thames,E09000021,1814,783,20,0,8,348,39,11,15,30,0,141,102,37,114,32,15,5,44,70
E01034576,Kingston upon Thames,E09000021,1252,379,14,0,1,282,49,8,14,33,6,86,79,19,131,27,9,6,45,64
E01034577,Kingston upon Thames,E09000021,1372,411,31,0,6,253,29,19,23,38,4,125,100,34,141,30,3,10,44,71
E01003013,Lambeth,E09000022,1948,444,25,0,14,532,34,8,16,30,4,364,179,33,103,39,14,12,30,67
E01003014,Lambeth,E09000022,1507,528,36,0,6,256,26,17,24,44,19,76,21,7,21,148,126,41,28,83
E01003015,Lambeth,E09000022,1720,540,23,0,5,211,9,22,59,45,22,31,16,6,49,340,124,102,20,96
E01003016,Lambeth,E09000022,1207,398,30,0,7,210,32,5,32,15,35,98,50,18,40,97,58,25,21,36
E01003017,Lambeth,E09000022,1626,743,54,0,2,255,24,21,26,43,10,47,43,4,28,163,64,32,22,45
E01003018,Lambeth,E09000022,2018,1086,54,1,4,313,31,29,41,44,2,8,22,10,28,106,106,12,4,117
E01003019,Lambeth,E09000022,2038,1082,56,1,8,279,31,26,45,51,3,10,31,2,15,110,189,44,8,47
E01003020,Lambeth,E09000022,1827,798,41,0,7,236,25,23,47,55,6,24,27,22,21,176,170,76,20,53
E01003021,Lambeth,E09000022,2150,826,55,26,10,182,16,38,79,44,25,31,39,16,39,235,300,94,5,90
E01003022,Lambeth,E09000022,1618,781,40,0,16,192,25,10,25,37,15,7,21,10,24,132,169,47,3,64
E01003023,Lambeth,E09000022,2594,1046,59,1,22,355,36,52,45,102,30,23,49,12,111,250,198,61,10,132
E01003024,Lambeth,E09000022,1829,432,18,0,12,254,18,35,71,60,17,17,16,10,16,388,254,72,15,124
E01003025,Lambeth,E09000022,2052,677,52,0,17,314,34,29,77,53,29,13,29,12,23,264,227,88,19,95
E01003026,Lambeth,E09000022,1507,848,39,0,0,210,27,9,9,27,3,33,36,14,14,35,78,91,7,27
E01003027,Lambeth,E09000022,1399,892,61,1,0,204,34,6,15,15,1,13,56,18,14,19,20,4,7,19
E01003028,Lambeth,E09000022,1481,779,50,0,6,242,40,8,15,33,0,22,35,3,22,77,74,33,8,34
E01003029,Lambeth,E09000022,1831,896,76,0,9,348,30,19,30,45,9,13,29,4,34,124,72,27,16,50
E01003030,Lambeth,E09000022,1717,1010,65,2,14,287,32,10,17,28,10,17,46,5,16,57,41,12,12,36
E01003031,Lambeth,E09000022,1578,700,42,0,1,209,35,25,24,42,25,18,19,26,22,157,112,48,4,69
E01003032,Lambeth,E09000022,1717,670,36,0,7,251,16,28,37,28,25,26,25,29,20,213,157,46,30,73
E01003033,Lambeth,E09000022,1616,938,45,1,8,257,32,11,19,50,10,5,20,6,11,59,72,10,13,49
E01003034,Lambeth,E09000022,1649,738,36,1,7,228,21,24,48,36,26,22,17,13,22,203,101,47,9,50
E01003035,Lambeth,E09000022,1691,820,70,0,10,255,21,16,44,28,8,23,26,11,14,108,110,29,20,78
E01003036,Lambeth,E09000022,1764,782,92,4,1,294,17,17,28,21,13,8,34,3,23,210,113,56,3,45
E01003037,Lambeth,E09000022,1436,523,39,0,6,204,14,22,52,41,7,12,21,10,17,186,161,45,15,61
E01003038,Lambeth,E09000022,1706,1071,40,0,1,255,23,15,26,36,10,21,26,2,20,49,55,18,9,29
E01003039,Lambeth,E09000022,2046,1172,91,1,9,389,42,13,23,47,1,26,48,4,23,46,47,19,13,32
E01003040,Lambeth,E09000022,1245,654,36,0,7,198,16,13,28,26,2,16,8,4,22,83,86,22,7,17
E01003041,Lambeth,E09000022,1537,496,48,0,13,191,20,25,50,35,33,17,12,8,21,201,151,75,57,84
E01003042,Lambeth,E09000022,1107,481,39,0,5,198,12,9,33,29,5,11,16,1,13,97,76,44,3,35
E01003043,Lambeth,E09000022,1616,743,48,0,0,206,32,21,29,52,5,8,14,11,7,126,215,55,14,30
E01003044,Lambeth,E09000022,1418,284,38,0,5,120,8,33,50,35,10,15,7,6,21,370,262,82,10,62
E01003045,Lambeth,E09000022,1995,246,18,2,5,161,7,38,174,42,14,21,5,14,29,663,318,115,18,105
E01003046,Lambeth,E09000022,1679,323,20,3,7,188,12,26,92,56,19,13,10,21,14,373,292,89,16,105
E01003047,Lambeth,E09000022,1794,517,35,1,5,225,21,33,60,32,30,21,27,4,33,313,204,79,22,132
E01003048,Lambeth,E09000022,1909,258,22,2,9,143,15,23,77,34,14,7,8,7,59,574,350,112,33,162
E01003049,Lambeth,E09000022,1768,389,27,3,3,250,11,19,80,41,15,10,13,8,13,345,242,101,23,175
E01003050,Lambeth,E09000022,1579,747,33,0,2,165,37,29,57,28,5,21,14,6,14,111,191,48,9,62
E01003051,Lambeth,E09000022,2096,633,28,0,15,256,20,18,44,39,56,24,34,65,85,272,286,79,17,125
E01003052,Lambeth,E09000022,2221,264,29,0,10,179,12,35,32,49,56,25,9,6,34,797,435,114,22,113
E01003053,Lambeth,E09000022,1675,864,44,0,13,268,20,12,40,43,2,17,23,9,37,85,109,29,4,56
E01003054,Lambeth,E09000022,2189,1203,81,1,7,320,34,13,30,50,15,26,52,6,28,93,120,45,12,53
E01003055,Lambeth,E09000022,1593,709,44,0,5,164,21,16,41,41,5,29,22,2,45,173,169,52,5,50
E01003056,Lambeth,E09000022,1700,824,39,0,2,202,28,5,28,66,7,10,35,25,27,168,131,55,1,47
E01003057,Lambeth,E09000022,1704,612,28,0,7,194,25,18,38,60,7,17,17,9,35,273,192,78,6,88
E01003058,Lambeth,E09000022,1980,1067,54,1,8,238,25,15,34,52,5,12,22,9,19,155,146,31,4,83
E01003059,Lambeth,E09000022,2217,516,25,0,17,532,26,43,52,83,17,56,23,9,30,310,244,69,3,162
E01003060,Lambeth,E09000022,1701,388,11,0,11,335,11,22,29,36,19,32,9,2,30,371,190,66,6,133
E01003061,Lambeth,E09000022,1332,406,39,0,6,254,15,19,24,56,13,20,6,7,18,211,103,45,15,75
E01003062,Lambeth,E09000022,1841,871,59,0,3,254,25,16,41,66,0,8,28,8,32,130,175,59,10,56
E01003063,Lambeth,E09000022,1358,453,25,2,3,169,14,21,39,40,9,5,17,7,17,218,170,66,15,68
E01003064,Lambeth,E09000022,1467,790,35,0,3,208,48,16,29,44,3,6,17,11,8,55,102,31,6,55
E01003065,Lambeth,E09000022,1676,535,35,0,0,109,21,27,72,43,8,14,24,4,23,397,236,89,0,39
E01003066,Lambeth,E09000022,1886,641,26,1,7,241,24,21,77,62,12,9,91,3,26,235,212,74,13,111
E01003067,Lambeth,E09000022,1555,770,39,0,3,175,43,17,55,51,9,39,10,9,45,85,125,32,6,42
E01003068,Lambeth,E09000022,1579,632,28,0,13,157,37,9,57,71,8,25,25,20,21,149,193,54,17,63
E01003069,Lambeth,E09000022,1363,622,42,0,3,131,27,6,68,15,0,7,6,10,22,146,175,50,7,26
E01003070,Lambeth,E09000022,1535,495,53,0,4,133,7,21,76,51,18,5,9,12,22,251,230,74,10,64
E01003071,Lambeth,E09000022,2332,1196,64,0,3,290,54,27,70,64,3,40,58,2,34,133,158,48,21,67
E01003072,Lambeth,E09000022,1741,992,52,0,0,262,57,19,24,31,9,34,40,6,18,69,62,30,7,29
E01003073,Lambeth,E09000022,1598,664,31,0,2,126,20,15,81,48,8,12,31,8,7,184,257,52,6,46
E01003074,Lambeth,E09000022,2354,1193,84,0,11,278,39,23,62,77,15,12,10,3,29,126,208,68,10,106
E01003075,Lambeth,E09000022,1722,284,23,0,6,146,13,20,76,61,20,12,18,8,29,477,295,92,5,137
E01003076,Lambeth,E09000022,2707,759,41,0,6,303,38,11,62,67,9,21,48,17,150,326,604,47,8,190
E01003077,Lambeth,E09000022,1861,742,55,0,11,244,22,22,86,46,15,15,58,9,59,104,200,37,8,128
E01003078,Lambeth,E09000022,1624,972,24,0,8,188,30,28,35,37,4,21,52,13,19,30,90,17,2,54
E01003079,Lambeth,E09000022,1683,569,27,0,8,228,17,30,83,51,4,18,23,15,40,204,205,70,5,86
E01003080,Lambeth,E09000022,1685,738,30,0,4,275,16,31,67,49,4,8,23,21,26,120,156,49,6,62
E01003081,Lambeth,E09000022,1853,681,31,0,14,290,33,26,58,45,3,16,25,11,30,171,217,113,9,80
E01003082,Lambeth,E09000022,1385,465,22,0,5,140,16,11,51,39,11,15,31,12,18,181,249,53,10,56
E01003083,Lambeth,E09000022,1551,662,36,0,1,219,21,27,40,50,6,3,38,70,31,122,121,28,8,68
E01003084,Lambeth,E09000022,1509,771,39,0,3,190,43,16,37,39,5,12,37,19,24,92,102,37,6,37
E01003085,Lambeth,E09000022,1788,852,20,0,11,230,35,19,54,76,10,10,34,23,35,102,148,55,11,63
E01003086,Lambeth,E09000022,1565,471,41,1,7,149,22,18,60,49,9,17,33,0,17,245,257,77,26,66
E01003087,Lambeth,E09000022,1658,445,7,3,2,198,16,31,100,50,10,5,29,18,41,314,217,77,21,74
E01003088,Lambeth,E09000022,1597,581,40,1,10,216,18,26,36,82,3,21,22,19,21,219,140,54,6,82
E01003089,Lambeth,E09000022,1940,369,20,1,17,320,20,25,51,58,19,53,15,33,63,426,160,86,34,170
E01003090,Lambeth,E09000022,2401,1129,54,0,9,386,50,42,34,69,21,26,48,17,40,193,141,49,15,78
E01003091,Lambeth,E09000022,1720,584,36,1,10,270,21,15,35,48,25,41,16,10,24,266,137,64,9,108
E01003092,Lambeth,E09000022,2350,578,38,1,12,324,27,42,74,43,99,44,23,28,47,426,307,60,19,158
E01003093,Lambeth,E09000022,2287,394,35,0,11,308,26,40,83,64,26,16,18,18,27,572,310,154,12,173
E01003094,Lambeth,E09000022,1479,623,51,0,3,205,18,23,20,30,16,28,24,5,14,163,127,49,9,71
E01003095,Lambeth,E09000022,1638,865,57,0,10,261,30,13,24,40,43,22,24,3,15,104,54,26,5,42
E01003096,Lambeth,E09000022,2101,1045,66,0,15,324,45,18,24,37,15,62,39,20,34,117,130,28,16,66
E01003097,Lambeth,E09000022,1559,476,47,0,19,208,16,18,46,51,14,40,14,7,37,216,159,62,16,113
E01003098,Lambeth,E09000022,1483,628,30,0,1,239,24,22,58,41,23,21,10,0,26,168,72,31,4,85
E01003099,Lambeth,E09000022,1700,578,28,0,4,285,26,29,31,59,20,38,19,5,86,180,131,55,10,116
E01003100,Lambeth,E09000022,2023,967,38,0,8,444,35,27,37,105,9,45,21,5,22,90,50,18,14,88
E01003101,Lambeth,E09000022,1430,467,11,0,7,241,21,23,48,44,7,17,16,6,23,198,137,51,9,104
E01003102,Lambeth,E09000022,1706,647,59,0,15,342,19,15,29,37,0,60,30,7,30,162,94,32,33,95
E01003104,Lambeth,E09000022,1740,579,24,1,8,353,27,13,20,75,15,66,32,10,40,155,125,52,10,135
E01003105,Lambeth,E09000022,1706,493,33,1,11,239,16,21,48,43,20,51,30,14,28,275,148,64,56,115
E01003106,Lambeth,E09000022,2136,868,46,0,11,272,24,24,56,58,25,31,30,11,37,328,145,72,18,80
E01003107,Lambeth,E09000022,1845,916,43,2,12,307,38,17,48,40,5,20,21,8,25,154,68,43,17,61
E01003108,Lambeth,E09000022,1557,405,29,1,6,249,13,26,44,73,22,28,26,4,45,254,126,77,9,120
E01003110,Lambeth,E09000022,2047,1010,53,0,15,293,38,20,36,49,23,31,35,7,41,172,90,49,8,77
E01003111,Lambeth,E09000022,1977,352,26,0,7,283,11,32,83,46,29,45,34,2,31,526,237,94,25,114
E01003112,Lambeth,E09000022,1794,498,20,0,12,281,31,26,48,45,18,40,35,29,36,340,139,88,37,71
E01003113,Lambeth,E09000022,1801,701,34,0,24,336,37,43,47,40,0,8,40,57,37,126,105,45,16,105
E01003114,Lambeth,E09000022,2422,1002,45,0,13,397,42,36,60,111,16,16,48,48,38,175,153,49,36,137
E01003115,Lambeth,E09000022,1615,611,33,0,3,244,20,34,36,60,20,11,41,16,25,177,157,58,9,60
E01003116,Lambeth,E09000022,1790,731,54,0,6,182,32,9,21,50,13,9,121,254,32,59,116,18,23,60
E01003117,Lambeth,E09000022,1847,791,52,0,15,330,25,62,53,47,9,24,26,39,43,81,124,33,20,73
E01003118,Lambeth,E09000022,1860,691,57,0,1,276,32,12,28,103,15,8,150,144,24,95,114,22,8,80
E01003119,Lambeth,E09000022,2072,845,62,1,38,358,40,18,40,41,12,21,73,103,36,147,80,35,16,106
E01003120,Lambeth,E09000022,2406,730,41,0,28,542,18,28,44,96,15,17,75,65,53,182,196,41,18,217
E01003121,Lambeth,E09000022,1572,278,19,1,1,286,6,36,32,36,1,22,4,9,20,370,268,75,14,94
E01003122,Lambeth,E09000022,1902,693,53,0,12,345,20,27,33,39,18,36,38,12,43,253,140,52,24,64
E01003123,Lambeth,E09000022,1596,769,41,5,11,339,21,13,18,38,3,11,17,2,22,110,72,29,11,64
E01003124,Lambeth,E09000022,1354,407,24,0,11,301,10,23,32,29,6,15,15,16,25,193,88,37,19,103
E01003125,Lambeth,E09000022,1777,282,15,0,18,283,7,16,47,29,5,43,12,15,24,455,220,85,22,199
E01003126,Lambeth,E09000022,1662,416,18,0,22,350,13,33,43,51,3,15,24,5,30,340,143,46,4,106
E01003127,Lambeth,E09000022,2087,773,29,1,13,307,25,20,39,38,6,33,18,7,34,503,124,34,10,73
E01003128,Lambeth,E09000022,1644,389,16,1,6,293,9,41,53,35,12,9,16,14,32,338,160,63,19,138
E01003129,Lambeth,E09000022,1789,665,31,0,19,402,22,23,46,40,17,10,22,2,24,234,92,40,15,85
E01003130,Lambeth,E09000022,1864,706,29,0,10,340,35,16,28,57,16,22,42,31,21,152,136,28,14,181
E01003131,Lambeth,E09000022,2166,1026,42,1,4,397,21,25,47,77,2,29,42,14,33,140,105,32,12,117
E01003132,Lambeth,E09000022,1448,434,32,1,8,190,20,10,38,31,12,21,17,14,34,220,205,64,15,82
E01003133,Lambeth,E09000022,1641,709,28,0,12,284,16,37,42,51,12,10,31,16,23,110,125,22,13,100
E01003134,Lambeth,E09000022,1599,730,31,1,4,223,51,10,35,47,7,12,38,25,33,152,104,44,17,35
E01003135,Lambeth,E09000022,1933,736,41,2,4,226,20,29,57,48,33,8,20,51,40,154,346,55,12,51
E01003136,Lambeth,E09000022,1667,612,36,0,18,288,25,45,52,68,28,19,12,7,17,135,137,40,13,115
E01003137,Lambeth,E09000022,1576,403,16,0,8,258,18,19,58,58,18,16,29,34,27,213,180,57,8,156
E01003138,Lambeth,E09000022,1473,905,53,1,4,227,29,13,16,34,6,8,18,13,14,43,31,9,3,46
E01003139,Lambeth,E09000022,1523,352,23,0,5,360,17,35,27,29,28,23,95,78,57,144,120,28,15,87
E01003140,Lambeth,E09000022,1507,325,10,0,6,224,19,15,22,30,9,8,121,172,49,160,178,62,6,91
E01003141,Lambeth,E09000022,1843,559,29,0,11,310,42,24,63,37,6,9,60,39,50,207,218,96,5,78
E01003142,Lambeth,E09000022,1376,308,11,0,8,257,30,8,43,41,20,7,129,125,31,129,111,27,13,78
E01003143,Lambeth,E09000022,1499,309,16,13,71,207,9,20,56,20,12,10,98,95,50,189,187,80,6,51
E01003144,Lambeth,E09000022,1547,756,47,0,2,194,51,5,32,33,10,5,61,70,41,39,126,17,19,39
E01003145,Lambeth,E09000022,1656,621,32,0,15,278,22,13,38,51,9,16,55,69,27,113,127,31,23,116
E01003146,Lambeth,E09000022,1645,369,24,2,6,367,16,10,54,61,12,17,43,59,27,188,194,55,44,97
E01003147,Lambeth,E09000022,2074,753,32,1,7,468,29,32,47,70,15,14,60,63,18,150,177,49,3,86
E01003148,Lambeth,E09000022,1835,883,54,0,5,256,25,21,46,52,14,7,26,29,22,131,153,41,7,63
E01003149,Lambeth,E09000022,1760,723,32,0,15,318,30,37,39,42,8,10,66,68,39,108,110,41,10,64
E01003150,Lambeth,E09000022,1941,611,54,3,12,316,28,43,70,68,16,18,23,30,28,265,177,58,24,97
E01003151,Lambeth,E09000022,1938,447,56,3,14,220,18,21,65,40,21,7,65,42,30,379,280,110,22,98
E01003152,Lambeth,E09000022,1908,802,44,3,7,362,38,21,35,67,18,31,40,72,31,94,131,20,20,72
E01003153,Lambeth,E09000022,2181,898,48,0,29,482,28,35,51,63,14,35,41,34,63,129,82,7,22,120
E01003154,Lambeth,E09000022,1997,602,21,0,7,322,25,32,95,60,14,21,37,45,32,253,198,104,14,115
E01003155,Lambeth,E09000022,1821,745,38,0,8,328,20,19,69,60,17,62,41,71,35,74,98,25,11,100
E01003156,Lambeth,E09000022,1605,832,37,2,6,176,43,18,34,42,18,13,32,25,20,115,116,43,4,29
E01003157,Lambeth,E09000022,1580,958,53,1,1,173,38,15,26,26,20,6,45,16,15,90,58,21,8,10
E01003158,Lambeth,E09000022,1626,1108,65,0,0,181,23,2,24,35,1,10,33,10,16,38,18,13,11,38
E01003159,Lambeth,E09000022,1779,606,42,2,19,275,18,25,44,65,14,12,35,11,23,237,201,40,8,102
E01003160,Lambeth,E09000022,1458,268,15,0,21,213,8,30,26,43,17,24,14,20,21,436,123,55,11,113
E01003161,Lambeth,E09000022,1307,662,44,3,2,171,30,16,9,21,7,14,37,35,9,100,75,15,8,49
E01003162,Lambeth,E09000022,1861,347,23,0,13,226,8,33,78,60,22,24,9,21,15,452,245,96,9,180
E01003163,Lambeth,E09000022,1598,744,37,0,7,217,19,21,20,29,19,22,58,50,21,89,115,19,15,96
E01003164,Lambeth,E09000022,2247,826,35,1,10,349,42,29,88,58,18,12,33,20,27,188,277,103,6,125
E01003165,Lambeth,E09000022,1646,779,30,0,0,177,26,21,54,39,6,29,41,18,36,153,108,67,6,56
E01003166,Lambeth,E09000022,2573,1002,49,0,22,375,51,37,82,80,5,20,59,24,53,216,245,77,20,156
E01003167,Lambeth,E09000022,1758,1070,45,1,0,217,36,21,25,28,11,24,37,25,21,41,68,47,7,34
E01003168,Lambeth,E09000022,1657,630,31,0,1,153,15,20,109,47,16,3,13,11,40,228,211,80,7,42
E01003169,Lambeth,E09000022,2349,1019,62,0,1,372,36,32,81,57,14,10,29,9,25,228,230,59,12,73
E01003170,Lambeth,E09000022,1909,1153,42,0,0,244,41,17,23,35,1,18,71,6,19,64,114,30,6,25
E01003171,Lambeth,E09000022,1652,757,40,0,8,232,27,12,30,49,6,27,16,6,14,171,142,50,4,61
E01003172,Lambeth,E09000022,1950,570,25,0,7,200,21,27,58,49,4,39,17,4,20,541,203,72,9,84
E01003173,Lambeth,E09000022,1630,765,35,0,6,215,21,21,48,39,6,14,16,3,16,64,136,42,6,177
E01003174,Lambeth,E09000022,2036,347,23,3,4,195,7,35,55,52,20,14,17,12,50,503,319,149,36,195
E01003175,Lambeth,E09000022,1579,413,28,0,7,123,19,19,50,56,9,8,10,12,24,297,295,116,17,76
E01003176,Lambeth,E09000022,1932,456,24,1,11,248,15,37,75,104,40,23,12,13,22,402,211,85,19,134
E01003177,Lambeth,E09000022,1590,626,46,0,5,217,21,11,38,39,10,16,17,19,19,166,178,38,6,118
E01003178,Lambeth,E09000022,1499,854,44,0,9,153,32,20,24,32,4,31,23,5,13,65,119,28,8,35
E01003179,Lambeth,E09000022,1619,257,5,1,19,213,8,26,34,95,9,35,13,1,21,418,189,97,15,163
E01003180,Lambeth,E09000022,1598,563,27,0,3,190,24,22,47,52,10,49,18,12,18,247,173,70,16,57
E01003181,Lambeth,E09000022,1517,431,37,0,8,215,24,28,46,48,14,32,15,9,48,262,157,55,10,78
E01003182,Lambeth,E09000022,1787,684,28,0,2,235,23,19,57,61,30,10,26,2,19,220,219,70,12,70
E01003183,Lambeth,E09000022,1604,427,44,0,3,169,13,17,54,43,14,25,15,18,22,293,260,95,11,81
E01003184,Lambeth,E09000022,1420,304,20,0,6,212,11,25,54,34,30,9,14,5,23,312,185,60,9,107
E01003185,Lambeth,E09000022,1925,689,41,0,3,257,22,35,27,61,0,15,20,6,17,182,396,42,21,91
E01003186,Lambeth,E09000022,2447,1109,62,0,4,363,50,20,53,59,3,40,57,13,28,242,162,76,16,90
E01003187,Lambeth,E09000022,2325,775,37,1,4,288,22,36,65,54,37,30,15,15,36,449,239,103,44,75
E01003188,Lambeth,E09000022,1261,275,6,0,1,95,18,16,34,33,17,39,10,7,14,315,227,62,24,68
E01032582,Lambeth,E09000022,2285,638,42,0,20,427,39,17,44,55,41,215,73,19,85,279,104,46,35,106
E01033208,Lambeth,E09000022,1705,452,31,0,12,383,33,11,30,39,1,125,112,25,78,116,71,29,68,89
E01033862,Lambeth,E09000022,1386,389,25,7,9,322,31,10,16,50,1,159,33,5,39,87,45,21,36,101
E01033863,Lambeth,E09000022,1324,333,21,10,12,164,6,14,39,41,6,26,17,14,34,299,109,72,5,102
E01033864,Lambeth,E09000022,1031,302,24,0,4,175,7,23,34,26,18,12,16,0,12,191,75,38,7,67
E01033865,Lambeth,E09000022,1507,479,21,1,6,334,33,8,29,38,3,171,62,3,85,77,44,14,29,70
E01033866,Lambeth,E09000022,1119,253,14,0,2,271,18,7,12,28,7,192,58,7,54,51,29,15,58,43
E01003189,Lewisham,E09000023,1768,618,19,1,14,117,11,24,55,37,4,14,20,15,66,380,219,94,19,41
E01003190,Lewisham,E09000023,2317,476,7,0,11,243,10,42,109,43,19,25,101,8,119,406,393,132,11,162
E01003191,Lewisham,E09000023,1659,544,13,0,1,215,6,26,58,35,9,18,11,2,72,253,247,88,6,55
E01003192,Lewisham,E09000023,1780,486,32,0,4,137,10,12,94,38,9,22,8,14,133,322,242,107,5,105
E01003193,Lewisham,E09000023,1796,829,29,0,1,150,13,24,36,45,10,12,26,14,56,196,229,71,5,50
E01003194,Lewisham,E09000023,1773,530,19,0,11,212,15,8,71,51,17,27,32,9,78,250,259,92,8,84
E01003195,Lewisham,E09000023,1475,570,19,0,3,122,16,14,43,26,11,19,24,11,38,158,265,73,7,56
E01003196,Lewisham,E09000023,1766,505,19,3,11,138,13,23,86,32,2,18,18,2,153,295,258,86,6,98
E01003197,Lewisham,E09000023,1655,566,11,1,1,90,11,18,75,39,18,20,25,3,108,287,232,83,6,61
E01003198,Lewisham,E09000023,1498,798,33,1,3,217,41,10,29,43,7,31,9,5,24,96,86,27,2,36
E01003199,Lewisham,E09000023,1974,1013,46,0,5,328,55,29,35,36,1,46,60,11,44,101,68,24,12,60
E01003200,Lewisham,E09000023,1477,971,25,1,4,198,39,9,13,18,5,28,22,13,33,17,23,8,3,47
E01003201,Lewisham,E09000023,1672,717,28,0,10,186,20,23,50,25,4,46,35,13,72,177,142,62,14,48
E01003202,Lewisham,E09000023,1562,1010,21,0,1,211,24,10,18,57,5,38,44,10,17,24,20,11,11,30
E01003203,Lewisham,E09000023,1967,705,34,2,5,286,20,44,89,48,5,25,30,6,57,260,189,49,30,83
E01003204,Lewisham,E09000023,1622,655,19,1,2,200,20,21,43,41,7,56,29,8,71,227,129,50,12,31
E01003205,Lewisham,E09000023,1386,394,27,1,6,178,14,22,33,41,10,49,31,15,58,220,155,70,11,51
E01003206,Lewisham,E09000023,1405,811,27,0,2,193,29,10,26,27,17,21,29,2,29,38,73,25,6,40
E01003207,Lewisham,E09000023,2330,673,26,1,9,285,25,66,36,46,10,80,44,7,66,436,228,181,18,93
E01003209,Lewisham,E09000023,1898,646,46,1,5,195,36,34,60,46,11,34,15,8,72,321,234,51,5,78
E01003210,Lewisham,E09000023,1771,772,39,0,6,243,46,13,37,54,6,16,21,11,41,221,102,34,4,105
E01003211,Lewisham,E09000023,1559,733,41,0,4,218,20,20,42,49,0,22,15,7,39,86,123,51,10,79
E01003212,Lewisham,E09000023,2006,947,47,1,5,241,26,26,51,37,11,25,15,1,43,188,197,67,30,48
E01003213,Lewisham,E09000023,1957,842,54,0,11,299,40,32,61,68,5,33,20,11,35,175,159,46,12,54
E01003214,Lewisham,E09000023,1781,701,59,0,0,231,28,18,49,32,12,27,37,22,33,180,222,71,11,48
E01003215,Lewisham,E09000023,1891,600,45,0,3,264,34,14,73,50,32,73,29,15,44,289,161,40,5,120
E01003216,Lewisham,E09000023,1666,567,31,0,2,174,17,20,64,46,4,18,29,21,87,183,283,63,3,54
E01003217,Lewisham,E09000023,1933,565,32,0,1,353,16,27,40,72,12,23,15,13,136,143,321,50,12,102
