LSOA code,local authority name,local authority code,All usual residents,White British,White Irish,White Gypsy/Irish Traveller,White Roma,White Other,Mixed White and Asian,Mixed White and Black African,Mixed White and Black Caribbean,Mixed Other,Asian Bangladeshi,Asian Chinese,Asian Indian,Asian Pakistani,Asian Other,Black African,Black Caribbean,Black Other,Other Arab,Other Any other
E01003688,Redbridge,E09000026,1841,70,6,0,2,120,14,6,10,15,253,0,326,617,44,164,54,38,16,86
E01003689,Redbridge,E09000026,2231,127,9,0,4,171,15,5,10,23,310,8,679,486,108,90,61,13,10,102
E01003690,Redbridge,E09000026,2154,318,9,0,13,255,24,6,11,29,233,18,554,366,136,52,26,3,6,95
E01003691,Redbridge,E09000026,1608,128,4,0,7,128,16,7,12,19,251,1,268,434,78,69,60,23,53,50
E01003692,Redbridge,E09000026,1644,187,7,0,3,147,8,0,9,26,285,3,357,386,58,31,43,13,12,69
E01003693,Redbridge,E09000026,1699,124,6,2,6,127,14,2,4,20,279,7,389,472,70,40,43,11,7,76
E01003694,Redbridge,E09000026,1469,141,18,0,1,82,9,6,12,18,138,6,436,377,87,22,47,6,4,59
E01003695,Redbridge,E09000026,1522,173,17,0,15,192,22,9,5,5,167,8,274,381,48,55,35,11,18,87
E01003696,Redbridge,E09000026,1786,230,18,1,8,183,21,3,7,10,263,24,354,348,77,66,49,7,10,107
E01003697,Redbridge,E09000026,1732,119,6,0,12,155,16,2,3,28,296,4,440,360,91,54,24,19,8,95
E01003698,Redbridge,E09000026,1528,617,14,0,6,187,18,7,10,25,54,21,220,84,59,63,49,27,26,41
E01003699,Redbridge,E09000026,1554,633,12,1,7,316,23,4,19,10,52,10,134,107,61,67,19,12,13,54
E01003700,Redbridge,E09000026,2518,864,21,4,5,356,24,8,17,25,169,42,351,194,158,83,38,23,7,129
E01003701,Redbridge,E09000026,2051,438,6,0,23,283,16,21,16,17,153,31,410,178,162,89,70,24,1,113
E01003702,Redbridge,E09000026,2254,746,6,0,30,479,17,13,26,31,115,30,307,110,91,98,74,4,6,71
E01003703,Redbridge,E09000026,2661,1162,7,3,12,221,27,15,95,36,126,47,291,214,80,132,69,28,20,76
E01003704,Redbridge,E09000026,2034,642,7,0,18,330,16,2,82,24,231,17,159,128,118,87,54,15,6,98
E01003705,Redbridge,E09000026,2416,683,20,3,7,366,32,13,19,29,203,37,362,174,172,86,60,14,5,131
E01003706,Redbridge,E09000026,1704,498,18,2,1,206,20,12,23,30,90,21,226,204,142,91,40,17,15,48
E01003707,Redbridge,E09000026,1531,343,8,0,6,104,8,2,10,15,77,18,292,233,115,74,64,30,8,124
E01003708,Redbridge,E09000026,2062,513,16,7,13,187,21,14,36,39,163,11,210,254,57,177,108,38,85,113
E01003709,Redbridge,E09000026,1776,467,10,0,4,115,19,2,12,23,127,5,315,235,202,31,58,22,20,109
E01003710,Redbridge,E09000026,1518,378,6,0,9,86,8,0,2,16,84,27,392,239,120,38,21,3,11,78
E01003711,Redbridge,E09000026,1913,530,10,0,10,197,21,6,8,45,141,9,289,255,126,49,53,17,3,144
E01003712,Redbridge,E09000026,1500,377,9,0,0,126,13,6,29,11,140,5,155,212,57,151,102,24,28,55
E01003713,Redbridge,E09000026,1882,154,10,0,3,176,15,7,9,19,289,10,418,461,35,68,69,9,0,130
E01003714,Redbridge,E09000026,2427,226,22,8,15,196,17,2,7,12,293,1,607,557,113,106,71,29,9,136
E01003715,Redbridge,E09000026,2205,154,12,9,6,168,26,8,15,23,282,7,545,579,82,72,64,3,16,134
E01003716,Redbridge,E09000026,1814,245,12,0,3,140,41,17,19,11,209,2,430,363,94,90,36,11,19,72
E01003718,Redbridge,E09000026,2006,204,7,4,1,210,11,11,18,27,334,12,468,352,60,115,47,19,9,97
E01003719,Redbridge,E09000026,2398,220,53,1,7,152,24,14,13,45,466,21,491,434,104,89,58,24,15,167
E01003720,Redbridge,E09000026,1918,802,18,13,0,336,36,20,15,12,111,9,143,83,67,91,74,20,2,66
E01003721,Redbridge,E09000026,1901,631,14,1,12,296,25,12,30,50,151,48,130,122,110,93,65,27,2,82
E01003722,Redbridge,E09000026,2413,854,10,0,16,357,16,29,40,23,114,41,224,227,50,263,36,28,12,73
E01003723,Redbridge,E09000026,1917,878,12,0,15,295,24,8,40,30,53,23,127,103,37,107,54,20,11,80
E01003724,Redbridge,E09000026,1482,587,9,0,3,275,16,6,20,16,70,8,115,87,63,88,34,15,9,61
E01003725,Redbridge,E09000026,1763,831,13,6,19,291,12,12,34,33,67,29,78,75,20,95,55,31,6,56
E01003726,Redbridge,E09000026,2534,966,12,2,9,330,26,22,69,40,96,28,177,252,81,181,124,28,9,82
E01003727,Redbridge,E09000026,1780,816,12,8,0,292,18,14,32,30,53,18,114,103,34,97,61,17,5,56
E01003729,Redbridge,E09000026,1772,96,12,2,5,140,6,3,8,10,253,1,266,611,124,78,41,10,50,56
E01003730,Redbridge,E09000026,1841,88,1,3,10,153,3,6,4,7,344,6,239,618,90,103,51,7,15,93
E01003731,Redbridge,E09000026,1419,85,11,2,8,83,17,5,17,9,174,11,168,491,115,74,52,19,10,68
E01003732,Redbridge,E09000026,1825,177,7,4,4,160,9,16,88,24,373,13,157,232,97,273,78,41,8,64
E01003733,Redbridge,E09000026,1839,112,7,3,5,159,3,9,9,20,169,5,225,703,172,103,44,23,3,65
E01003734,Redbridge,E09000026,1839,126,5,4,11,175,11,6,10,20,244,10,242,584,131,88,47,21,9,95
E01003735,Redbridge,E09000026,2107,174,13,4,3,168,18,21,31,42,347,10,223,346,91,299,143,55,25,94
E01003736,Redbridge,E09000026,2040,93,5,3,1,521,18,4,17,14,188,4,149,517,134,148,63,26,31,104
E01003737,Redbridge,E09000026,2969,201,15,0,6,108,25,8,1,16,227,9,594,1370,143,70,21,5,10,140
E01003738,Redbridge,E09000026,2375,244,6,1,7,139,15,6,5,22,430,6,492,652,115,53,68,14,16,84
E01003739,Redbridge,E09000026,2399,246,9,0,6,128,18,9,13,15,398,6,465,567,183,132,51,32,21,100
E01003740,Redbridge,E09000026,2227,219,17,6,6,120,26,12,13,30,242,10,506,608,106,85,50,26,4,141
E01003741,Redbridge,E09000026,2050,371,16,0,0,127,80,2,8,24,316,8,267,444,87,115,58,18,11,98
E01003742,Redbridge,E09000026,2375,180,33,3,15,248,11,12,18,19,235,14,546,512,121,134,66,14,16,178
E01003743,Redbridge,E09000026,1902,164,16,6,25,146,7,8,16,28,227,6,329,553,128,67,57,27,19,73
E01003744,Redbridge,E09000026,1449,876,33,0,0,116,31,2,16,20,11,16,117,66,32,31,12,13,0,57
E01003745,Redbridge,E09000026,1412,728,29,0,0,91,37,9,6,16,49,13,221,76,50,25,6,9,6,41
E01003746,Redbridge,E09000026,1616,970,45,0,1,168,31,4,23,18,17,21,119,60,30,29,22,9,4,45
E01003747,Redbridge,E09000026,1360,771,44,1,1,75,48,4,14,16,38,17,181,44,33,15,19,4,0,35
E01003748,Redbridge,E09000026,1634,904,31,0,15,136,45,6,18,17,41,34,172,39,28,74,18,7,1,48
E01003749,Redbridge,E09000026,1761,814,29,1,7,297,37,8,17,30,62,40,145,70,39,45,30,12,20,58
E01003750,Redbridge,E09000026,1908,1008,40,2,3,242,15,21,22,33,47,38,78,54,60,73,106,8,8,50
E01003751,Redbridge,E09000026,2273,232,13,0,12,303,22,11,15,15,280,19,416,303,235,94,64,16,18,205
E01003752,Redbridge,E09000026,2775,318,9,0,10,215,30,6,20,25,333,52,737,499,210,79,73,20,5,134
E01003753,Redbridge,E09000026,1986,194,10,0,8,182,23,13,15,14,288,10,436,255,296,50,40,5,6,141
E01003754,Redbridge,E09000026,1721,186,23,0,8,96,13,3,5,20,211,15,436,298,159,41,69,18,7,113
E01003755,Redbridge,E09000026,2418,183,2,0,16,149,7,4,13,24,264,14,417,423,562,103,31,9,13,184
E01003756,Redbridge,E09000026,2494,200,11,0,3,163,14,2,17,16,329,7,605,469,237,145,71,25,13,167
E01003757,Redbridge,E09000026,2138,209,22,6,11,189,34,16,26,16,319,1,395,411,140,102,102,21,9,109
E01003759,Redbridge,E09000026,1590,773,44,0,2,131,43,7,6,24,106,36,199,101,32,19,19,5,9,34
E01003760,Redbridge,E09000026,1895,696,20,0,5,295,26,12,26,20,110,54,138,114,55,124,72,30,3,95
E01003761,Redbridge,E09000026,1827,404,14,0,8,264,9,26,39,83,159,11,56,80,59,284,79,69,41,142
E01003762,Redbridge,E09000026,1730,874,30,1,1,229,25,31,43,44,43,17,85,47,41,46,88,15,15,55
E01003763,Redbridge,E09000026,2000,510,27,0,8,210,28,11,18,49,96,29,296,271,107,124,92,34,20,70
E01003764,Redbridge,E09000026,2107,954,37,0,10,381,29,17,26,34,51,35,130,138,35,82,50,29,8,61
E01003765,Redbridge,E09000026,1935,814,44,0,8,278,31,23,15,47,84,52,136,142,55,78,33,12,26,57
E01003766,Redbridge,E09000026,2173,186,10,2,4,308,12,7,4,12,374,2,568,333,97,53,53,20,12,116
E01003767,Redbridge,E09000026,2206,159,22,0,20,313,21,4,10,16,275,13,493,392,118,99,46,44,26,135
E01003768,Redbridge,E09000026,1928,187,7,2,16,224,15,4,13,24,228,9,474,401,62,84,41,18,3,116
E01003769,Redbridge,E09000026,1874,145,12,3,2,173,14,18,9,15,255,5,430,335,108,136,40,18,23,133
E01003770,Redbridge,E09000026,2881,336,2,1,15,285,22,16,34,56,613,24,525,330,189,189,87,26,27,104
E01003771,Redbridge,E09000026,1793,178,13,0,8,170,29,17,12,16,290,7,433,261,63,112,59,13,16,96
E01003772,Redbridge,E09000026,1813,182,26,0,6,155,24,20,12,17,217,30,438,288,122,46,41,25,41,123
E01003773,Redbridge,E09000026,1823,254,22,5,5,102,13,10,17,24,351,5,392,307,63,72,82,39,21,39
E01003774,Redbridge,E09000026,1931,1096,52,0,6,209,48,17,52,71,38,30,117,38,35,21,56,13,3,29
E01003775,Redbridge,E09000026,1661,662,31,0,7,218,42,6,17,29,59,21,219,156,53,36,17,7,19,62
E01003776,Redbridge,E09000026,1743,834,49,1,7,274,28,11,22,37,32,14,99,64,50,63,67,18,9,64
E01003777,Redbridge,E09000026,1818,979,53,2,1,248,41,8,17,32,50,23,119,60,54,35,26,19,1,50
E01003778,Redbridge,E09000026,1951,951,46,0,10,314,34,11,25,33,45,35,161,64,80,57,19,6,6,54
E01003779,Redbridge,E09000026,1658,877,134,0,9,171,51,14,28,36,31,14,101,48,24,39,26,20,4,31
E01003780,Redbridge,E09000026,1563,503,46,0,0,95,39,3,6,21,41,37,331,271,62,9,18,10,10,61
E01003781,Redbridge,E09000026,2022,209,16,0,10,204,12,11,12,30,250,4,502,310,72,237,42,24,16,61
E01003782,Redbridge,E09000026,1734,100,2,0,0,128,15,0,1,21,305,10,581,315,55,78,25,4,12,82
E01003783,Redbridge,E09000026,2532,223,11,1,13,229,13,26,20,21,433,5,534,423,92,195,68,45,75,105
E01003784,Redbridge,E09000026,2014,170,17,0,0,248,8,5,12,13,279,11,461,448,85,96,62,17,5,77
E01003785,Redbridge,E09000026,2045,137,13,0,3,278,19,12,10,9,281,8,506,427,76,97,31,14,12,112
E01003786,Redbridge,E09000026,1637,225,14,0,1,145,42,3,4,26,283,14,305,286,100,32,64,24,2,67
E01003787,Redbridge,E09000026,1650,155,13,0,1,139,13,9,8,17,220,4,507,339,66,58,40,4,10,47
E01003788,Redbridge,E09000026,1834,183,14,2,4,186,8,8,16,12,301,10,427,372,46,83,41,23,12,86
E01003789,Redbridge,E09000026,1431,693,57,0,4,128,39,14,14,38,23,16,155,138,24,25,15,8,7,33
E01003790,Redbridge,E09000026,1496,734,39,1,3,142,24,29,20,36,68,6,58,129,22,69,40,14,42,20
E01003791,Redbridge,E09000026,1507,831,69,0,3,119,55,11,22,31,24,24,127,67,19,31,34,5,6,29
E01003792,Redbridge,E09000026,1423,809,49,9,2,118,34,14,28,28,29,9,77,103,21,21,37,5,8,22
E01003793,Redbridge,E09000026,1584,649,19,0,8,208,26,25,30,51,97,6,103,64,33,111,43,35,17,59
E01003794,Redbridge,E09000026,1546,854,41,0,0,129,32,11,13,39,27,45,88,90,36,42,38,8,6,47
E01003795,Redbridge,E09000026,1237,709,43,0,1,87,37,0,9,16,23,16,105,73,29,15,35,9,2,28
E01003796,Redbridge,E09000026,1585,771,63,0,3,149,33,28,18,39,56,22,130,68,27,82,37,10,5,44
E01032581,Redbridge,E09000026,1934,445,15,4,8,242,30,11,38,45,159,10,169,261,67,215,82,35,27,71
E01033589,Redbridge,E09000026,1952,76,0,0,4,136,10,15,12,28,347,21,829,164,39,133,46,9,11,72
E01033590,Redbridge,E09000026,1252,174,4,1,2,151,13,14,27,23,193,6,128,121,50,199,53,23,20,50
E01033591,Redbridge,E09000026,2978,289,5,3,21,338,14,22,23,39,520,1,569,519,124,199,69,21,23,179
E01033592,Redbridge,E09000026,1987,370,5,0,2,148,23,6,17,29,233,18,344,277,105,173,96,37,8,96
E01034480,Redbridge,E09000026,1352,106,1,0,1,76,19,20,16,22,341,12,165,193,59,155,34,25,21,86
E01034481,Redbridge,E09000026,1706,128,5,0,3,84,8,14,16,18,342,6,273,265,53,353,39,38,16,45
E01034482,Redbridge,E09000026,1088,70,6,0,1,99,6,7,8,9,80,15,543,54,13,91,35,27,6,18
E01034483,Redbridge,E09000026,1421,96,10,1,1,102,11,22,23,26,151,9,320,89,54,310,73,29,31,63
E01034484,Redbridge,E09000026,1713,110,10,2,7,182,6,1,10,13,205,3,295,388,141,79,55,23,12,171
E01003797,Richmond upon Thames,E09000027,1428,988,29,0,0,260,33,4,1,10,0,13,39,10,16,2,0,1,12,10
E01003798,Richmond upon Thames,E09000027,1403,923,54,0,3,241,23,9,18,20,5,6,14,5,20,7,6,6,10,33
E01003799,Richmond upon Thames,E09000027,1574,1040,48,0,2,298,38,2,8,33,4,5,26,1,27,5,3,2,8,24
E01003800,Richmond upon Thames,E09000027,1504,913,40,2,2,242,29,15,22,24,3,14,30,16,47,18,13,7,21,46
E01003801,Richmond upon Thames,E09000027,1280,695,30,0,2,284,49,6,4,31,1,36,30,4,38,7,4,7,8,44
E01003802,Richmond upon Thames,E09000027,1392,633,39,0,8,313,47,9,15,24,6,56,91,12,40,11,5,4,29,50
E01003803,Richmond upon Thames,E09000027,1559,798,24,0,4,243,52,16,19,43,10,28,49,6,83,55,16,10,25,78
E01003804,Richmond upon Thames,E09000027,1899,1121,41,0,4,385,50,8,14,53,0,20,55,14,33,14,6,2,14,65
E01003805,Richmond upon Thames,E09000027,1727,1243,28,0,7,246,58,9,5,27,4,21,22,0,14,3,2,0,13,25
E01003806,Richmond upon Thames,E09000027,1469,1037,39,0,4,234,47,12,1,9,3,18,18,1,11,3,2,0,6,24
E01003807,Richmond upon Thames,E09000027,1971,1142,30,0,11,380,45,27,29,39,0,23,43,13,48,15,12,7,24,83
E01003808,Richmond upon Thames,E09000027,1892,1370,57,0,3,220,57,4,4,35,7,14,27,6,16,18,0,2,25,27
E01003809,Richmond upon Thames,E09000027,1711,1197,41,0,1,192,37,6,14,41,2,22,47,14,29,6,3,0,18,41
E01003810,Richmond upon Thames,E09000027,1626,1237,49,2,1,128,29,5,9,26,3,11,32,22,18,7,2,10,3,32
E01003811,Richmond upon Thames,E09000027,1840,1383,41,1,0,174,40,5,10,33,1,10,31,6,39,20,3,8,11,24
E01003812,Richmond upon Thames,E09000027,1856,1277,65,3,0,234,36,7,8,24,15,23,50,8,37,14,3,0,13,39
E01003813,Richmond upon Thames,E09000027,1621,1251,27,0,1,129,27,9,13,16,2,10,53,10,34,12,7,2,1,17
E01003814,Richmond upon Thames,E09000027,1788,1240,63,1,0,210,45,5,17,29,12,25,32,8,34,17,7,2,12,29
E01003815,Richmond upon Thames,E09000027,1991,1420,44,0,5,237,39,15,33,30,0,7,39,17,28,13,12,10,17,25
E01003816,Richmond upon Thames,E09000027,1732,1008,26,0,0,406,50,6,6,56,4,19,44,7,17,11,4,4,11,53
E01003817,Richmond upon Thames,E09000027,1984,1111,27,0,2,411,32,12,22,34,16,43,52,39,62,35,8,1,17,60
E01003818,Richmond upon Thames,E09000027,1610,892,27,0,3,318,32,25,19,36,0,20,44,10,57,16,8,1,45,57
E01003819,Richmond upon Thames,E09000027,1769,1039,19,0,2,298,21,15,24,40,19,32,32,31,58,43,5,7,21,63
E01003820,Richmond upon Thames,E09000027,2032,1201,34,4,7,360,41,9,21,51,14,30,37,16,72,31,8,5,47,44
E01003821,Richmond upon Thames,E09000027,1691,773,35,0,5,481,49,15,11,24,7,70,65,21,45,12,13,2,18,45
E01003822,Richmond upon Thames,E09000027,1475,1100,18,0,0,123,35,3,3,12,0,27,91,3,11,8,1,0,11,29
E01003823,Richmond upon Thames,E09000027,1708,1239,37,0,1,170,24,10,8,21,9,37,64,22,31,6,6,2,8,13
E01003824,Richmond upon Thames,E09000027,1639,1239,17,0,1,149,36,7,13,15,2,12,73,4,26,6,2,2,5,30
E01003825,Richmond upon Thames,E09000027,1775,1374,35,2,0,135,36,10,7,27,0,11,54,4,22,9,7,0,6,36
E01003826,Richmond upon Thames,E09000027,1791,1207,34,1,3,214,19,11,23,42,8,13,50,11,58,30,23,11,7,26
E01003827,Richmond upon Thames,E09000027,1940,1320,45,0,1,246,36,13,12,31,10,23,42,27,59,39,7,3,9,17
E01003828,Richmond upon Thames,E09000027,1532,1063,44,0,0,152,30,4,7,18,14,28,80,5,45,8,1,0,6,27
E01003829,Richmond upon Thames,E09000027,1689,1073,33,19,0,197,33,20,28,35,0,15,48,26,60,38,10,9,4,41
E01003830,Richmond upon Thames,E09000027,1861,1196,49,1,0,172,45,6,14,33,10,23,102,16,80,24,7,11,21,51
E01003831,Richmond upon Thames,E09000027,1692,991,9,3,5,214,37,13,25,26,4,28,101,13,84,44,17,5,27,46
E01003832,Richmond upon Thames,E09000027,1481,921,18,9,1,139,31,24,19,39,31,5,40,30,63,43,8,19,17,24
E01003833,Richmond upon Thames,E09000027,1471,884,38,1,5,204,17,21,29,35,9,24,40,21,25,43,6,5,13,51
E01003834,Richmond upon Thames,E09000027,1592,1031,40,0,10,262,31,12,6,25,12,28,29,16,26,10,7,1,12,34
E01003835,Richmond upon Thames,E09000027,1644,1261,31,0,1,135,44,5,5,20,0,8,53,7,24,7,2,0,10,31
E01003836,Richmond upon Thames,E09000027,1380,1009,29,0,0,152,14,12,13,13,21,4,35,6,19,18,9,7,2,17
E01003837,Richmond upon Thames,E09000027,2058,1422,49,1,1,240,52,13,20,38,5,39,50,12,31,21,9,0,17,38
E01003838,Richmond upon Thames,E09000027,1790,1238,27,0,3,237,45,9,14,34,1,30,52,1,20,10,11,4,9,45
E01003839,Richmond upon Thames,E09000027,2286,1493,52,0,2,305,23,5,39,60,5,30,53,13,75,50,20,3,10,48
E01003840,Richmond upon Thames,E09000027,1824,537,26,0,0,222,31,8,8,25,39,27,374,170,190,25,12,6,10,114
E01003841,Richmond upon Thames,E09000027,2162,802,22,2,1,276,32,15,35,41,75,12,178,73,211,178,36,36,25,112
E01003842,Richmond upon Thames,E09000027,1709,1026,39,3,0,170,33,18,37,39,4,14,95,32,62,18,25,12,17,65
E01003843,Richmond upon Thames,E09000027,2215,1044,26,3,5,226,39,10,19,47,52,8,299,110,146,60,18,3,17,83
E01003844,Richmond upon Thames,E09000027,1456,918,53,0,6,99,21,7,19,1,12,20,167,32,24,20,15,2,7,33
E01003845,Richmond upon Thames,E09000027,1702,919,58,0,0,121,39,5,12,24,28,13,250,88,63,15,10,1,4,52
E01003846,Richmond upon Thames,E09000027,1707,1102,38,0,3,242,71,7,5,30,9,29,75,9,31,5,5,2,9,35
E01003847,Richmond upon Thames,E09000027,1699,956,34,0,1,333,32,13,9,47,12,34,68,9,58,9,1,0,21,62
E01003848,Richmond upon Thames,E09000027,1901,1049,39,1,1,385,41,21,18,50,26,21,72,14,42,30,14,5,20,52
E01003849,Richmond upon Thames,E09000027,1531,993,37,0,9,224,33,15,12,50,1,20,31,2,37,19,9,2,6,31
E01003851,Richmond upon Thames,E09000027,1599,1107,34,1,3,251,43,2,16,33,0,20,22,3,21,3,4,2,10,24
E01003852,Richmond upon Thames,E09000027,1355,798,30,0,6,263,17,7,4,23,10,8,30,14,40,15,12,3,29,46
E01003853,Richmond upon Thames,E09000027,1438,984,28,0,3,206,22,8,17,27,1,14,22,2,45,11,7,4,8,29
E01003854,Richmond upon Thames,E09000027,1422,986,38,0,1,219,16,3,5,30,6,15,11,0,21,31,2,3,10,25
E01003855,Richmond upon Thames,E09000027,1928,1123,53,0,4,266,23,21,35,59,13,21,46,17,54,64,17,12,30,70
E01003856,Richmond upon Thames,E09000027,1688,1092,44,0,2,280,26,16,15,30,7,21,34,3,37,27,3,3,14,34
E01003857,Richmond upon Thames,E09000027,1883,1220,47,0,10,348,41,2,12,29,0,31,46,14,33,10,4,4,1,31
E01003858,Richmond upon Thames,E09000027,1659,1185,49,0,6,263,42,6,9,31,3,16,21,3,13,0,2,0,4,6
E01003859,Richmond upon Thames,E09000027,1624,1105,32,0,4,205,53,11,9,31,3,19,56,1,20,7,3,3,23,39
E01003860,Richmond upon Thames,E09000027,1709,1078,47,0,4,329,34,3,10,33,3,28,45,4,19,18,6,6,6,36
E01003861,Richmond upon Thames,E09000027,1960,1015,69,0,7,379,44,20,13,52,9,65,74,5,65,30,8,4,39,62
E01003862,Richmond upon Thames,E09000027,1924,994,44,0,7,322,36,40,37,52,18,72,72,23,50,41,14,6,24,72
E01003863,Richmond upon Thames,E09000027,1452,856,33,1,4,224,35,5,28,42,9,46,42,10,35,17,4,3,11,47
E01003864,Richmond upon Thames,E09000027,1462,835,38,1,0,270,41,13,10,30,1,22,89,6,19,9,4,3,10,61
E01003865,Richmond upon Thames,E09000027,1443,846,36,0,1,229,29,17,12,27,4,27,52,6,52,19,8,9,19,50
E01003866,Richmond upon Thames,E09000027,1691,1217,41,0,0,232,44,0,9,41,0,15,35,0,30,3,3,0,8,13
E01003867,Richmond upon Thames,E09000027,1599,903,35,0,3,204,44,7,17,23,12,28,99,47,59,40,10,1,12,55
E01003868,Richmond upon Thames,E09000027,1569,1087,64,1,7,227,27,3,8,24,2,21,17,0,31,5,3,3,12,27
E01003869,Richmond upon Thames,E09000027,1655,1008,50,0,2,305,33,12,8,30,1,12,74,14,32,7,4,2,9,52
E01003870,Richmond upon Thames,E09000027,2104,1269,46,0,2,387,56,27,15,41,0,77,84,12,20,20,10,2,12,24
E01003871,Richmond upon Thames,E09000027,1766,1159,64,0,1,273,38,10,12,41,0,27,34,10,26,15,4,4,16,32
E01003872,Richmond upon Thames,E09000027,1569,929,53,0,2,297,35,10,9,26,2,39,66,11,20,13,8,5,12,32
E01003873,Richmond upon Thames,E09000027,1628,1012,50,0,4,286,40,7,7,21,2,26,68,8,35,14,5,4,6,33
E01003874,Richmond upon Thames,E09000027,1522,849,48,0,4,348,41,12,10,26,1,33,55,8,24,13,5,4,6,35
E01003875,Richmond upon Thames,E09000027,1675,848,37,0,1,356,50,14,4,32,8,41,92,14,63,6,3,3,34,69
E01003876,Richmond upon Thames,E09000027,1868,1016,63,0,8,434,47,13,23,31,2,47,46,5,51,19,14,4,10,35
E01003877,Richmond upon Thames,E09000027,1495,851,47,0,4,356,43,5,10,23,0,29,40,11,17,0,6,6,4,43
E01003878,Richmond upon Thames,E09000027,1466,879,34,7,13,221,18,10,23,20,13,21,42,3,68,7,17,0,27,43
E01003879,Richmond upon Thames,E09000027,1420,747,50,0,7,335,54,4,10,34,1,28,59,8,20,8,3,0,13,39
E01003880,Richmond upon Thames,E09000027,1560,1123,70,0,2,163,40,5,8,16,7,21,35,15,30,8,2,6,2,7
E01003881,Richmond upon Thames,E09000027,1766,1246,55,2,11,181,24,11,31,21,0,46,32,5,29,17,24,7,1,23
E01003882,Richmond upon Thames,E09000027,2004,1356,61,0,1,303,53,9,8,36,0,24,71,5,26,5,4,4,5,33
E01003883,Richmond upon Thames,E09000027,2021,1495,66,0,6,189,38,10,21,36,3,11,50,7,33,18,5,6,11,16
E01003884,Richmond upon Thames,E09000027,1732,1272,50,0,0,184,46,6,12,15,6,10,59,2,25,11,2,3,12,17
E01003885,Richmond upon Thames,E09000027,1547,1089,58,0,0,180,19,6,13,9,7,30,35,12,29,16,5,3,10,26
E01003886,Richmond upon Thames,E09000027,1648,1193,39,0,6,195,25,12,14,29,5,19,37,1,21,11,10,1,10,20
E01003887,Richmond upon Thames,E09000027,1795,1325,57,0,1,204,46,6,7,28,2,28,25,1,21,8,6,3,8,19
E01003888,Richmond upon Thames,E09000027,2047,1448,51,1,1,232,45,23,14,22,13,41,28,15,36,20,17,4,5,31
E01003889,Richmond upon Thames,E09000027,1667,1246,27,0,0,219,20,7,11,21,1,21,31,4,14,10,4,0,5,26
E01003890,Richmond upon Thames,E09000027,1675,1223,34,2,8,158,35,12,13,26,5,18,44,4,19,13,3,1,20,37
E01003891,Richmond upon Thames,E09000027,1749,1297,51,0,3,187,20,10,9,31,3,23,24,0,18,21,4,3,18,27
E01003892,Richmond upon Thames,E09000027,2089,1202,48,0,7,484,53,12,7,38,5,21,57,13,35,22,4,4,23,54
E01003893,Richmond upon Thames,E09000027,1624,948,46,0,10,393,35,5,5,36,0,22,45,1,25,5,3,4,22,19
E01003894,Richmond upon Thames,E09000027,1658,1080,48,0,0,319,36,6,6,36,0,14,29,2,20,4,4,1,9,44
E01003895,Richmond upon Thames,E09000027,1773,1177,58,0,7,233,48,14,26,23,33,23,27,11,21,22,21,2,3,24
E01003896,Richmond upon Thames,E09000027,1879,1115,54,0,11,398,45,10,25,33,8,15,20,6,35,35,7,20,2,40
E01003897,Richmond upon Thames,E09000027,1961,1202,66,0,6,328,42,11,15,32,8,44,48,11,42,34,7,3,14,48
E01003898,Richmond upon Thames,E09000027,1696,1201,49,0,4,198,31,9,16,24,5,22,49,3,21,16,6,2,11,29
E01003899,Richmond upon Thames,E09000027,1479,967,30,1,3,208,29,12,10,32,1,12,65,15,28,14,3,3,17,29
E01003900,Richmond upon Thames,E09000027,1676,1073,46,0,1,195,34,4,11,31,22,35,32,18,45,35,19,0,37,38
E01003901,Richmond upon Thames,E09000027,1785,1238,57,0,4,192,51,13,11,36,3,12,67,13,12,24,12,2,19,19
E01003902,Richmond upon Thames,E09000027,1373,826,37,0,0,183,37,5,12,34,3,14,97,7,54,17,12,4,11,20
E01003903,Richmond upon Thames,E09000027,1657,933,30,0,1,199,40,8,20,40,25,26,129,36,56,21,8,6,18,61
E01003904,Richmond upon Thames,E09000027,1631,1079,37,0,11,205,43,10,16,22,0,11,31,22,50,15,9,3,24,43
E01003905,Richmond upon Thames,E09000027,1277,801,27,0,4,152,17,4,7,17,2,15,98,11,36,15,15,9,17,30
E01003906,Richmond upon Thames,E09000027,1707,1046,58,5,5,240,26,6,12,26,10,18,73,23,48,31,13,3,21,43
E01003907,Richmond upon Thames,E09000027,1670,953,57,5,6,139,32,5,28,36,13,12,127,30,87,30,21,8,24,57
E01003908,Richmond upon Thames,E09000027,1813,1032,73,0,5,168,44,13,11,26,29,23,190,29,56,11,16,2,25,60
E01003909,Richmond upon Thames,E09000027,1632,936,56,0,10,165,29,22,20,24,3,39,136,29,73,16,14,0,24,36
E01003910,Richmond upon Thames,E09000027,1658,1023,57,0,2,175,41,4,2,21,5,9,128,36,62,9,5,1,19,59
E01033570,Richmond upon Thames,E09000027,1922,657,29,0,8,488,33,13,18,73,15,58,143,38,101,50,20,11,70,97
E01033571,Richmond upon Thames,E09000027,1499,946,46,0,0,205,38,14,15,33,6,23,44,6,28,21,1,4,19,50
E01003911,Southwark,E09000028,2080,555,27,0,0,221,24,27,45,60,16,46,30,22,91,505,163,126,8,114
E01003912,Southwark,E09000028,1958,328,25,1,3,116,4,30,51,73,30,72,28,5,32,634,190,142,13,181
